id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,level,dormitory_type,condition_type,data_age,road,house_number,neighbourhood,address,%_above_median,price+renovation,renovation_cost,price_sales
7972600765,2014-06-25,352000.0,4,1.0,1530,8890,1.0,0,0,3,7,980,550,1925,0,47.5308,-122.35,nivel_1,house,regular,old_house, 12th Avenue Southwest,7940,Highland Park,"7940, 12th Avenue Southwest, Highland Park, Seattle, King County, Washington, 98106, United States",0.0,394240.00000000006,42240.00000000006,453376.00000000006
7214810550,2015-04-13,420000.0,4,2.25,2270,12000,1.0,0,0,4,7,1360,910,1979,0,47.7559,-122148.0,nivel_1,house,regular,old_house, Northeast 178th Street,14344,Woodinville,"14344, Northeast 178th Street, Woodinville, King County, Washington, 98072, United States",0.0,470400.00000000006,50400.00000000006,540960.0
8019200030,2014-09-26,300000.0,3,1.5,1500,14750,1.5,0,0,4,6,1500,0,1933,0,47495.0,-122318.0,nivel_0,apart_or_house,regular,old_house, 12th Avenue South,12027,Boulevard Park,"12027, 12th Avenue South, Boulevard Park, Burien, King County, Washington, 98168, United States",0.0,336000.00000000006,36000.00000000006,386400.00000000006
3303100075,2014-10-14,443500.0,3,2.0,1920,7598,1.0,0,0,4,8,1920,0,1972,0,47.7735,-122363.0,nivel_1,apart_or_house,regular,old_house, Northwest 199th Street,499,Shoreline,"499, Northwest 199th Street, Shoreline, King County, Washington, 98177, United States",0.0,496720.00000000006,53220.00000000006,571228.0
2004100075,2015-03-26,332000.0,2,1.0,1150,8138,1.0,0,0,3,7,1150,0,1954,0,47737.0,-122325.0,nivel_1,apart_or_house,regular,old_house, Northeast 149th Street,361,Paramount Park,"361, Northeast 149th Street, Paramount Park, Shoreline, King County, Washington, 98155, United States",0.0,371840.00000000006,39840.00000000006,427616.00000000006
1471630350,2014-10-24,372500.0,3,1.75,1550,12956,1.0,0,0,3,7,1210,340,1988,0,47.4711,-121752.0,nivel_1,apart_or_house,regular,old_house, Southeast 143rd Street,44136,Riverbend,"44136, Southeast 143rd Street, Riverbend, King County, Washington, 98045, United States",0.0,417200.00000000006,44700.00000000006,479780.00000000006
3333002440,2014-06-04,327500.0,3,1.0,1070,7140,1.0,0,0,3,7,1070,0,1989,0,47.5427,-122288.0,nivel_1,apart_or_house,regular,old_house, South Holly Street,3510,Holly Park,"3510, South Holly Street, Holly Park, Rainier Valley, Seattle, King County, Washington, 98118, United States",0.0,366800.00000000006,39300.00000000006,421820.00000000006
2130702205,2015-04-06,390000.0,3,1.75,1790,7123,1.0,0,0,3,7,1790,0,1913,1995,47.7429,-121981.0,nivel_1,apart_or_house,regular,old_house, Northeast Virginia Street,26767,Duvall,"26767, Northeast Virginia Street, Duvall, King County, Washington, 98019, United States",0.0,436800.00000000006,46800.00000000006,502320.0
3021059244,2014-08-14,249950.0,3,1.75,1320,10454,1.0,0,0,4,7,1320,0,1968,0,47.2844,-122216.0,nivel_0,apart_or_house,regular,old_house, 28th Street Southeast,1005,Stuck,"1005, 28th Street Southeast, Stuck, Forrest Villa, Auburn, King County, Washington, 98002, United States",0.0,279944.0,29994.0,321935.6
4137010240,2014-07-16,336000.0,3,2.25,2820,11625,2.0,0,0,3,8,2820,0,1986,0,47.2621,-122218.0,nivel_1,apart_or_house,regular,old_house, 52nd Street Southeast,801,Lakeland Hills,"801, 52nd Street Southeast, Lakeland Hills, Auburn, King County, Washington, 98092, United States",0.0,376320.00000000006,40320.00000000006,432768.00000000006
9368700341,2014-08-22,285000.0,3,2.0,2110,6900,1.5,0,0,5,6,1220,890,1955,0,47504.0,-122.26,nivel_0,apart_or_house,good,old_house, 59th Avenue South,10727,Rainier Beach,"10727, 59th Avenue South, Rainier Beach, Seattle, King County, Washington, 98178, United States",0.0,285000.0,0.0,342000.0
3832310350,2014-10-21,229900.0,3,1.75,1100,7224,1.0,0,0,3,7,1100,0,1981,0,47.3717,-122277.0,nivel_0,apart_or_house,regular,old_house, South 256th Place,4509,Washington,"4509, South 256th Place, Kent, King County, Washington, 98032, United States",0.0,257488.00000000003,27588.00000000003,296111.2
9407101840,2014-06-20,378000.0,4,2.5,1890,12236,1.0,0,0,3,7,1230,660,1978,0,47.4491,-121.78,nivel_1,house,regular,old_house, Southeast 168th Street,41938,Wilderness Rim,"41938, Southeast 168th Street, Wilderness Rim, King County, Washington, 98045, United States",0.0,423360.00000000006,45360.00000000006,486864.00000000006
2624049117,2014-09-03,425000.0,3,1.0,1550,4160,1.5,0,0,4,6,1550,0,1926,0,47.5387,-122265.0,nivel_1,apart_or_house,regular,old_house, 55th Avenue South,7103,Dunlap,"7103, 55th Avenue South, Dunlap, Seattle, King County, Washington, 98118, United States",0.0,476000.00000000006,51000.00000000006,547400.0
3295750550,2014-11-24,290000.0,3,2.0,1760,6600,1.0,0,0,3,7,1760,0,1998,0,47.3836,-122184.0,nivel_0,apart_or_house,regular,old_house, 118th Avenue Southeast,24328,Washington,"24328, 118th Avenue Southeast, Kent, King County, Washington, 98030, United States",0.0,324800.00000000006,34800.00000000006,373520.00000000006
7960100260,2014-07-01,349500.0,3,2.0,1270,3600,1.0,0,0,3,7,1270,0,1963,0,47.6099,-122297.0,nivel_1,apart_or_house,regular,old_house, East Marion Street,2709,Madrona,"2709, East Marion Street, Madrona, Seattle, King County, Washington, 98122, United States",0.0,391440.00000000006,41940.00000000006,450156.00000000006
7625700012,2014-12-02,370000.0,3,2.75,1250,1655,2.0,0,0,3,7,830,420,2006,0,47.5554,-122382.0,nivel_1,apart_or_house,regular,old_house, Southwest Dawson Street,3909,Delridge,"3909, Southwest Dawson Street, Delridge, Seattle, King County, Washington, 98136, United States",0.0,414400.00000000006,44400.00000000006,476560.00000000006
7454000295,2015-01-30,245000.0,2,1.0,710,6322,1.0,0,0,3,6,710,0,1942,0,47.5165,-122376.0,nivel_0,apart_or_house,regular,old_house, 34th Avenue Southwest,9703,Arroyo Heights,"9703, 34th Avenue Southwest, Arroyo Heights, Westwood, Seattle, King County, Washington, 98126, United States",0.0,274400.0,29400.0,315560.0
8100000060,2014-07-29,208000.0,3,1.75,1070,7200,1.0,0,0,3,7,1070,0,1994,0,47.3134,-122023.0,nivel_0,apart_or_house,regular,old_house, Sunny Lane,32206,Morganville,"32206, Sunny Lane, Morganville, Black Diamond, King County, Washington, 98010, United States",0.0,232960.00000000003,24960.00000000003,267904.0
1310500550,2014-12-20,248000.0,4,2.25,2320,8760,1.0,0,0,4,8,1160,1160,1966,0,47.3627,-122285.0,nivel_0,house,regular,old_house, Manchester Way,3636,Star Lake,"3636, Manchester Way, Star Lake, Kent, King County, Washington, 98032, United States",0.0,277760.0,29760.0,319424.0
2143700861,2014-10-30,192000.0,2,1.75,1340,7380,1.0,0,0,3,6,1340,0,1940,0,47.4785,-122229.0,nivel_0,apart_or_house,regular,old_house, Thomas Avenue Southwest,364,Renton,"364, Thomas Avenue Southwest, Renton, King County, Washington, 98057, United States",0.0,215040.00000000003,23040.00000000003,247296.0
5016003230,2015-02-18,169317.0,2,1.0,790,4000,1.0,0,2,3,7,790,0,1908,0,47.6248,-122301.0,nivel_0,apart_or_house,regular,old_house, 24th Avenue East,608,Madison Valley,"608, 24th Avenue East, Madison Valley, Seattle, King County, Washington, 98112, United States",0.0,189635.04,20318.040000000008,218080.296
6414600070,2014-06-17,210000.0,1,1.0,930,7129,1.0,0,0,3,6,930,0,1948,0,47.7234,-122333.0,nivel_0,studio,regular,old_house, North 130th Street,2126,Haller Lake,"2126, North 130th Street, Haller Lake, Seattle, King County, Washington, 98133, United States",0.0,235200.00000000003,25200.00000000003,270480.0
8645500160,2015-01-07,180500.0,3,1.5,1540,9800,1.0,0,0,3,7,1010,530,1973,0,47.4676,-122184.0,nivel_0,apart_or_house,regular,old_house, Lake Youngs Court,2616,Renton,"2616, Lake Youngs Court Southeast, Tiffany Park, Renton, King County, Washington, 98058, United States",0.0,202160.00000000003,21660.00000000003,232484.00000000003
4202400135,2014-06-26,177500.0,3,1.5,1220,6000,1.0,0,0,3,7,1220,0,1968,0,47.4904,-122222.0,nivel_0,apart_or_house,regular,old_house, Lind Avenue Northwest,515,Renton,"515, Lind Avenue Northwest, Renton, King County, Washington, 98057, United States",0.0,198800.00000000003,21300.00000000003,228620.00000000003
7129300935,2014-11-05,415000.0,3,1.75,2380,5650,1.0,0,2,4,8,1190,1190,1956,0,47.5119,-122255.0,nivel_1,apart_or_house,regular,old_house, 63rd Avenue South,9847,Rainier Beach,"9847, 63rd Avenue South, Rainier Beach, Seattle, King County, Washington, 98118, United States",0.0,464800.00000000006,49800.00000000006,534520.0
6082400152,2015-03-04,325000.0,3,2.25,1890,9646,1.0,0,0,3,8,1890,0,1966,0,47.4838,-122299.0,nivel_1,apart_or_house,regular,old_house, South 133rd Street,2623,Latona,"2623, South 133rd Street, Latona, SeaTac, King County, Washington, 98168, United States",0.0,364000.00000000006,39000.00000000006,418600.00000000006
6838000520,2015-02-20,440000.0,2,1.75,1330,4903,1.0,0,0,3,7,1330,0,1985,0,47.6819,-122161.0,nivel_1,apart_or_house,regular,old_house, Northeast 89th Court,13598,Redmond,"13598, Northeast 89th Court, Redmond, King County, Washington, 98052, United States",0.0,492800.00000000006,52800.00000000006,566720.0
4023500118,2014-07-23,411000.0,3,1.75,1490,9844,1.0,0,0,4,7,1190,300,1959,0,47.7626,-122297.0,nivel_1,apart_or_house,regular,old_house, 30th Avenue Northeast,18462,Lake Forest Park,"18462, 30th Avenue Northeast, Lake Forest Park, King County, Washington, 98155, United States",0.0,460320.00000000006,49320.00000000006,529368.0
3787000140,2014-09-01,450000.0,3,2.25,1780,9969,1.0,0,0,3,8,1450,330,1985,0,47.7286,-122168.0,nivel_2,apart_or_house,regular,old_house, Junior High School,131,Kirkland,"Kamiakin Junior High School, 131st Avenue Northeast, Kirkland, King County, Washington, 9034, United States",0.0,504000.00000000006,54000.00000000006,579600.0
646910030,2014-11-04,238000.0,3,2.5,1650,2807,2.0,0,0,3,7,1650,0,2004,0,47.4328,-122196.0,nivel_0,apart_or_house,regular,old_house, 108th Lane Southeast,18925,Renton,"18925, 108th Lane Southeast, Renton, King County, Washington, 98055, United States",0.0,266560.0,28560.0,306544.0
5515600075,2014-12-05,299000.0,3,1.0,1510,142803,1.0,0,0,3,7,1510,0,1974,0,47.3192,-122287.0,nivel_0,apart_or_house,regular,old_house, South 316th Street,3623,Auburn,"3623, South 316th Street, Auburn, King County, Washington, 98001, United States",0.0,334880.00000000006,35880.00000000006,385112.00000000006
5469501940,2014-06-04,340000.0,3,1.75,2190,12626,2.0,0,0,4,8,2190,0,1978,0,47.3845,-122154.0,nivel_1,apart_or_house,regular,old_house, Southeast 241st Street,13946,Washington,"13946, Southeast 241st Street, Meridian Valley Country Club, Kent, King County, Washington, 98042, United States",0.0,380800.00000000006,40800.00000000006,437920.00000000006
9276200890,2015-04-29,450000.0,2,1.75,1760,2275,1.5,0,0,3,6,1040,720,1912,0,47.5803,-122393.0,nivel_2,apart_or_house,regular,old_house, Living,4700,Admiral,"Aegis Living, 4700, Southwest Admiral Way, Admiral, West Seattle, Seattle, King County, Washington, 98116, United States",0.0,504000.00000000006,54000.00000000006,579600.0
6385910260,2014-09-10,272750.0,4,1.5,1800,8786,1.0,0,0,3,7,1330,470,1966,0,47.4982,-122345.0,nivel_0,house,regular,old_house, Southwest 117th Street,809,Mount View,"809, Southwest 117th Street, Mount View, Burien, King County, Washington, 98146, United States",0.0,305480.0,32730.0,351302.0
9353300140,2014-06-18,284950.0,3,1.0,990,10723,1.0,0,0,5,7,990,0,1960,0,47.4887,-122133.0,nivel_0,apart_or_house,good,old_house, 156th Avenue Southeast,12654,Willowbrook,"12654, 156th Avenue Southeast, Willowbrook, Renton, King County, Washington, 98059, United States",0.0,284950.0,0.0,341940.0
5379801600,2015-04-24,255000.0,2,1.5,1480,9660,1.0,0,0,3,7,1480,0,1949,0,47.4577,-122289.0,nivel_0,apart_or_house,regular,old_house, 34th Avenue South,16206,McVan,"16206, 34th Avenue South, McVan, SeaTac, King County, Washington, 98188, United States",0.0,285600.0,30600.0,328440.0
6082400260,2014-11-12,231500.0,2,1.0,1200,9488,1.0,0,0,5,7,1200,0,1941,0,47.4832,-122299.0,nivel_0,apart_or_house,good,old_house, South 135th Street,2612,Riverton,"2612, South 135th Street, Riverton, SeaTac, King County, Washington, 98168, United States",0.0,231500.0,0.0,277800.0
2025079033,2014-12-10,415000.0,1,2.0,3000,204732,2.5,0,2,3,8,3000,0,1979,0,47.6331,-121945.0,nivel_1,studio,regular,old_house, 294th Avenue Northeast,2764,King County,"2764, 294th Avenue Northeast, King County, Washington, 98014, United States",0.0,464800.00000000006,49800.00000000006,534520.0
6181430800,2015-01-05,330000.0,4,2.5,3504,6000,2.0,0,0,3,7,3504,0,2006,0,47.3012,-122285.0,nivel_1,house,regular,old_house, 39th Avenue South,33513,Federal Way,"33513, 39th Avenue South, Federal Way, King County, Washington, 98001, United States",0.0,369600.00000000006,39600.00000000006,425040.00000000006
3649100473,2014-05-28,365000.0,3,1.5,1300,12240,1.0,0,0,3,7,1300,0,1963,0,47737.0,-122243.0,nivel_1,apart_or_house,regular,old_house, Northeast 150th Street,7343,Moorlands,"7343, Northeast 150th Street, Moorlands, Kenmore, King County, Washington, 98028, United States",0.0,408800.00000000006,43800.00000000006,470120.00000000006
2011400791,2014-10-07,425000.0,4,2.0,1330,9188,1.5,0,0,3,7,1330,0,1928,2004,47401.0,-122319.0,nivel_1,house,regular,old_house, South 224th Street,1117,Central Des Moines,"1117, South 224th Street, Central Des Moines, Des Moines, King County, Washington, 98198, United States",0.0,476000.00000000006,51000.00000000006,547400.0
7549802030,2014-11-04,400000.0,4,1.75,1850,6480,1.0,0,0,4,7,1120,730,1958,0,47.5525,-122313.0,nivel_1,house,regular,old_house, 15th Avenue South,5530,Van Asselt,"5530, 15th Avenue South, Van Asselt, Georgetown, Seattle, King County, Washington, 98108, United States",0.0,448000.00000000006,48000.00000000006,515200.0
1898200030,2014-09-22,335000.0,4,2.5,2240,9701,2.0,0,0,3,9,2240,0,1989,0,47.3086,-122392.0,nivel_1,house,regular,old_house, Southwest 327th Place,4620,Twin Lakes,"4620, Southwest 327th Place, Twin Lakes, Federal Way, King County, Washington, 98023, United States",0.0,375200.00000000006,40200.00000000006,431480.00000000006
567000672,2014-09-30,342000.0,3,3.0,1260,1251,2.0,0,0,3,7,1040,220,2003,0,47.5943,-122296.0,nivel_1,apart_or_house,regular,old_house, South Charles Street,2815,Leschi,"2815, South Charles Street, Leschi, Seattle, King County, Washington, 98144, United States",0.0,383040.00000000006,41040.00000000006,440496.00000000006
5127001600,2014-11-06,331500.0,4,1.75,1820,14319,1.0,0,0,4,7,1820,0,1969,0,47.4757,-122148.0,nivel_1,house,regular,old_house, 144th Avenue Southeast,14110,Maplewood Heights,"14110, 144th Avenue Southeast, Maplewood Heights, Renton, King County, Washington, 98059, United States",0.0,371280.00000000006,39780.00000000006,426972.00000000006
2005300140,2015-03-30,220000.0,4,2.0,2340,10507,1.5,0,0,4,6,2340,0,1959,0,47.3578,-122178.0,nivel_0,house,regular,old_house, 123rd Avenue Southeast,27203,Saratoga Heights,"27203, 123rd Avenue Southeast, Saratoga Heights, Kent, King County, Washington, 98030, United States",0.0,246400.00000000003,26400.00000000003,283360.0
5649600435,2015-01-08,349950.0,5,2.0,1880,4179,1.0,0,0,3,7,940,940,1952,2000,47.5536,-122283.0,nivel_1,house,regular,old_house, South Brandon Street,3912,Columbia City,"3912, South Brandon Street, Columbia City, Rainier Valley, Seattle, King County, Washington, 98118, United States",0.0,391944.00000000006,41994.00000000006,450735.60000000003
1773100510,2014-09-15,396000.0,3,1.75,2340,5668,1.0,0,0,4,6,1200,1140,1941,0,47.5588,-122364.0,nivel_1,apart_or_house,regular,old_house, 25th Avenue Southwest,4814,Youngstown,"4814, 25th Avenue Southwest, Youngstown, Delridge, Seattle, King County, Washington, 98106, United States",0.0,443520.00000000006,47520.00000000006,510048.0
1785500132,2014-11-18,293000.0,3,1.0,1020,7650,1.0,0,0,3,7,1020,0,1940,0,47.7198,-122352.0,nivel_0,apart_or_house,regular,old_house, North 125th Street,534,Broadview,"534, North 125th Street, Broadview, Seattle, King County, Washington, 98133, United States",0.0,328160.00000000006,35160.00000000006,377384.00000000006
8645530060,2014-07-11,339000.0,3,2.25,2090,10120,1.0,0,0,4,7,1290,800,1979,0,47.4654,-122174.0,nivel_1,apart_or_house,regular,old_house, Southeast 17th Street,3311,Tiffany Park,"3311, Southeast 17th Street, Tiffany Park, Renton, King County, Washington, 98058, United States",0.0,379680.00000000006,40680.00000000006,436632.00000000006
7697920060,2014-06-30,285000.0,4,2.25,1830,8734,2.0,0,0,4,7,1830,0,1991,0,47.3679,-122179.0,nivel_0,house,regular,old_house, Southeast 261st Court,12116,Seven Oaks East,"12116, Southeast 261st Court, Seven Oaks East, Kent, King County, Washington, 98030, United States",0.0,319200.00000000006,34200.00000000006,367080.00000000006
1821059264,2014-06-26,224000.0,4,1.5,1600,9289,1.0,0,0,4,7,1600,0,1959,0,47.3107,-122212.0,nivel_0,house,regular,old_house, N Street Northeast,220,Rivers Bend,"220, N Street Northeast, Rivers Bend, Auburn, King County, Washington, 98002, United States",0.0,250880.00000000003,26880.00000000003,288512.0
2320069248,2014-07-01,165050.0,3,1.0,1200,8514,1.0,0,0,3,7,1200,0,1959,0,47.2043,-122008.0,nivel_0,apart_or_house,regular,old_house, Farrelly Street,1419,Enumclaw,"1419, Farrelly Street, Enumclaw, King County, Washington, 98022, United States",0.0,184856.00000000003,19806.00000000003,212584.40000000002
2658000335,2014-10-27,275000.0,3,1.25,1230,4500,1.5,0,0,4,7,1230,0,1913,0,47.5301,-122271.0,nivel_0,apart_or_house,regular,old_house, 50th Avenue South,8109,Dunlap,"8109, 50th Avenue South, Dunlap, Seattle, King County, Washington, 98118, United States",0.0,308000.00000000006,33000.00000000006,354200.00000000006
1702901557,2014-09-11,445000.0,5,3.0,2930,5500,1.0,0,0,3,7,1750,1180,1951,0,47.5572,-122281.0,nivel_1,house,regular,old_house, South Hudson Street,3956,Columbia City,"3956, South Hudson Street, Columbia City, Rainier Valley, Seattle, King County, Washington, 98118, United States",0.0,498400.00000000006,53400.00000000006,573160.0
3971701922,2014-10-29,390000.0,3,1.5,1610,13500,1.0,0,0,3,7,1060,550,1970,0,47.7674,-122.31,nivel_1,apart_or_house,regular,old_house, 18th Avenue Northeast,19094,Shoreline,"19094, 18th Avenue Northeast, Shoreline, King County, Washington, 98155, United States",0.0,436800.00000000006,46800.00000000006,502320.0
8680100030,2014-05-21,374000.0,3,1.75,2000,9416,1.0,0,0,4,6,2000,0,1961,0,47697.0,-122175.0,nivel_1,apart_or_house,regular,old_house, Northeast 108th Lane,12415,Firloch,"12415, Northeast 108th Lane, Firloch, Kirkland, King County, Washington, 98033, United States",0.0,418880.00000000006,44880.00000000006,481712.00000000006
3356406510,2014-05-30,196440.0,3,2.0,1560,7352,1.0,0,0,3,6,1560,0,1992,0,47.2804,-122251.0,nivel_0,apart_or_house,regular,old_house, 2nd Avenue North,310,Algona,"310, 2nd Avenue North, Algona, King County, Washington, 98001, United States",0.0,220012.80000000002,23572.800000000017,253014.72
8835200800,2015-04-08,281000.0,2,1.0,930,2600,1.0,0,0,3,7,930,0,1981,0,47.7242,-122161.0,nivel_0,apart_or_house,regular,old_house, 134th Avenue Northeast,13713,Kirkland,"13713, 134th Avenue Northeast, Kirkland, King County, Washington, 98034, United States",0.0,314720.00000000006,33720.00000000006,361928.00000000006
8902500118,2014-08-12,326000.0,3,2.5,1782,1577,3.0,0,0,3,7,1782,0,2000,0,47.7114,-122301.0,nivel_1,apart_or_house,regular,old_house, 25th Avenue Northeast,11326,Victory Heights,"11326, 25th Avenue Northeast, Victory Heights, Seattle, King County, Washington, 98125, United States",0.0,365120.00000000006,39120.00000000006,419888.00000000006
2822079012,2015-04-10,340000.0,3,1.75,1740,46580,1.0,0,0,4,7,1740,0,1980,0,47.3583,-121927.0,nivel_1,apart_or_house,regular,old_house, Southeast Kent-Kangley,31418,King County,"31418, Southeast Kent-Kangley Road, Kangley, King County, Washington, 98051, United States",0.0,380800.00000000006,40800.00000000006,437920.00000000006
9485950060,2014-12-08,440000.0,5,1.75,3690,36036,1.0,0,0,3,9,1890,1800,1985,0,47.3473,-122085.0,nivel_1,house,regular,old_house, Southeast 283rd Street,19041,Winterwood Estates,"19041, Southeast 283rd Street, Winterwood Estates, Kent, King County, Washington, 98042, United States",0.0,492800.00000000006,52800.00000000006,566720.0
3581000340,2015-02-27,340000.0,4,1.0,1230,8316,1.5,0,0,3,7,1230,0,1963,0,47.7269,-122.24,nivel_1,house,regular,old_house, Northeast 140th Place,7603,Inglewood,"7603, Northeast 140th Place, Inglewood, Kirkland, King County, Washington, 98034, United States",0.0,380800.00000000006,40800.00000000006,437920.00000000006
1545803240,2014-10-31,270000.0,3,2.25,1520,7930,1.0,0,0,3,7,1160,360,1988,0,47.3605,-122049.0,nivel_0,apart_or_house,regular,old_house, Southeast 269th Street,21847,Cherokee Bay,"21847, Southeast 269th Street, Cherokee Bay, Cherokee Bay Park, Maple Valley, King County, Washington, 98038, United States",0.0,302400.0,32400.0,347760.0
8651402920,2014-05-05,219900.0,4,1.5,1120,5427,1.0,0,0,3,6,1120,0,1969,2014,47.3628,-122087.0,nivel_0,house,regular,old_house, Southeast 266th Street,19023,Covington Woods,"19023, Southeast 266th Street, Covington Woods, Timberlane, Covington, King County, Washington, 98042, United States",0.0,246288.00000000003,26388.00000000003,283231.2
7978800621,2014-08-11,229000.0,3,1.0,1370,56628,1.0,0,0,3,7,1370,0,1942,0,47.3058,-122306.0,nivel_0,apart_or_house,regular,old_house, South 330th Street,2019,Federal Way,"2019, South 330th Street, Federal Way, King County, Washington, 98003, United States",0.0,256480.00000000003,27480.00000000003,294952.0
6159400060,2014-08-05,365000.0,3,1.5,1640,8301,1.0,0,0,3,7,1290,350,1958,0,47.7443,-122327.0,nivel_1,apart_or_house,regular,old_house, Northeast 159th Street,271,Ridgecrest,"271, Northeast 159th Street, Ridgecrest, Shoreline, King County, Washington, 98155, United States",0.0,408800.00000000006,43800.00000000006,470120.00000000006
9510930350,2014-12-12,429000.0,4,2.5,2650,9301,2.0,0,0,3,9,2650,0,2001,0,47.3477,-122271.0,nivel_1,house,regular,old_house, South 283rd Place,5008,Woodbrook,"5008, South 283rd Place, Woodbrook, Auburn, King County, Washington, 98001, United States",0.0,480480.00000000006,51480.00000000006,552552.0
8581200350,2014-06-17,187500.0,3,1.5,1180,7000,1.0,0,0,4,7,1180,0,1977,0,47.2966,-122374.0,nivel_0,apart_or_house,regular,old_house, 33rd Avenue Southwest,34016,Federal Way,"34016, 33rd Avenue Southwest, Federal Way, King County, Washington, 98023, United States",0.0,210000.00000000003,22500.00000000003,241500.00000000003
522059299,2015-02-04,300000.0,3,1.75,1280,12776,1.0,0,0,4,7,1280,0,1977,0,47.4212,-122199.0,nivel_0,apart_or_house,regular,old_house, 106th Avenue Southeast,20208,Stonepine,"20208, 106th Avenue Southeast, Stonepine, Kent, King County, Washington, 98031, United States",0.0,336000.00000000006,36000.00000000006,386400.00000000006
6699930550,2015-02-03,338000.0,3,2.5,2470,4948,2.0,0,0,3,8,2470,0,2003,0,47.3438,-122039.0,nivel_1,apart_or_house,regular,old_house, Southeast Avenue,228,Maple Valley,"228th Southeast Avenue, Pebble Creek, Maple Valley, King County, Washington, 98010, United States",0.0,378560.00000000006,40560.00000000006,435344.00000000006
2493200435,2014-08-25,360000.0,2,2.0,1180,3200,1.0,0,1,4,6,590,590,1945,0,47.5275,-122383.0,nivel_1,apart_or_house,regular,old_house, 40th Avenue Southwest,8435,Seattle,"8435, 40th Avenue Southwest, Seattle, King County, Washington, 98136, United States",0.0,403200.00000000006,43200.00000000006,463680.00000000006
226039282,2014-07-28,442500.0,6,2.5,2800,10490,1.0,0,0,3,7,1400,1400,1968,0,47.7735,-122378.0,nivel_1,house,regular,old_house, 15th Avenue Northwest,19823,Forest Glen,"19823, 15th Avenue Northwest, Forest Glen, Shoreline, King County, Washington, 98177, United States",0.0,495600.00000000006,53100.00000000006,569940.0
8093800200,2014-11-18,360400.0,3,2.5,1630,11592,2.0,0,0,3,8,1630,0,1987,0,47.7574,-122228.0,nivel_1,apart_or_house,regular,old_house, Northeast 178th Street,8412,Bothell,"8412, Northeast 178th Street, Bothell, King County, Washington, 98011, United States",0.0,403648.00000000006,43248.00000000006,464195.2
3205000310,2014-11-21,345000.0,3,1.0,1340,9339,1.0,0,0,5,7,1340,0,1960,0,47.5407,-122177.0,nivel_1,apart_or_house,good,old_house, Southeast 70th Street,12166,Newport Hills,"12166, Southeast 70th Street, Newport Hills, Newcastle, King County, Washington, 98056, United States",0.0,345000.0,0.0,414000.0
7230000350,2014-09-09,300000.0,3,1.75,1830,51836,1.0,0,0,4,7,1430,400,1966,0,47.4774,-122098.0,nivel_0,apart_or_house,regular,old_house, 183rd Avenue Southeast,13837,East Renton Highlands,"13837, 183rd Avenue Southeast, East Renton Highlands, King County, Washington, 98059, United States",0.0,336000.00000000006,36000.00000000006,386400.00000000006
1066600045,2014-09-04,350000.0,3,1.0,1240,10800,1.0,0,0,5,7,1240,0,1959,0,47.5233,-122185.0,nivel_1,apart_or_house,good,old_house, Southeast 89th Street,11614,Newcastle,"11614, Southeast 89th Street, Newcastle, King County, Washington, 98056, United States",0.0,350000.0,0.0,420000.0
2822069078,2014-10-08,368000.0,4,2.0,2500,36900,1.0,0,0,3,7,1540,960,1972,0,47.3708,-122049.0,nivel_1,house,regular,old_house, Southeast 258th Street,21808,Maple Valley,"21808, Southeast 258th Street, Maple Valley, King County, Washington, 98038, United States",0.0,412160.00000000006,44160.00000000006,473984.00000000006
8731900340,2014-06-23,264000.0,3,1.75,1760,7482,1.0,0,0,4,8,1760,0,1966,0,47.3129,-122369.0,nivel_0,apart_or_house,regular,old_house, Southwest 322nd Place,2712,Twin Lakes,"2712, Southwest 322nd Place, Twin Lakes, Federal Way, King County, Washington, 98023, United States",0.0,295680.0,31680.0,340032.0
5088500310,2015-03-12,435000.0,3,2.0,2660,16677,1.0,0,0,3,9,2210,450,1990,0,47.3689,-122055.0,nivel_1,apart_or_house,regular,old_house, 215th Place Southeast,25927,King County,"25927, 215th Place Southeast, Pipe Lake & Lake Lucerne, Maple Valley, King County, Washington, 98038, United States",0.0,487200.00000000006,52200.00000000006,560280.0
1823059205,2014-06-04,200000.0,3,1.5,2060,15837,1.5,0,0,3,6,2060,0,1903,0,47.4819,-122223.0,nivel_0,apart_or_house,regular,old_house, 88th Avenue South,13308,Renton,"13308, 88th Avenue South, Renton, King County, Washington, 98057, United States",0.0,224000.00000000003,24000.00000000003,257600.0
7883603750,2014-12-09,337000.0,3,1.75,1400,6000,1.0,0,0,4,7,700,700,1919,0,47.5283,-122321.0,nivel_1,apart_or_house,regular,old_house, South Thistle Street,844,South Park,"844, South Thistle Street, South Park, Seattle, King County, Washington, 98108, United States",0.0,377440.00000000006,40440.00000000006,434056.00000000006
913000340,2015-01-02,252000.0,1,1.0,680,1638,1.0,0,4,1,6,680,0,1910,1992,47.5832,-122399.0,nivel_0,studio,bad,old_house, Hobart Avenue Southwest,2320,West Seattle,"2320, Hobart Avenue Southwest, West Seattle, Seattle, King County, Washington, 98116, United States",0.0,302400.0,50400.0,332640.0
